2014.000	1.000	1.000	0.000	0.000	0.000	0.030	1.960	300.200
2014.000	1.000	1.000	1.000	30.000	0.000	0.060	3.240	268.100
2014.000	1.000	1.000	3.000	0.000	0.000	0.120	3.310	264.000
2014.000	1.000	1.000	4.000	30.000	0.000	0.170	3.370	260.800
2014.000	1.000	1.000	6.000	0.000	0.000	0.200	3.420	259.500
2014.000	1.000	1.000	7.000	30.000	0.000	0.220	3.460	259.000
2014.000	1.000	1.000	9.000	0.000	0.000	0.220	3.480	259.000
2014.000	1.000	1.000	10.000	30.000	0.000	0.220	3.500	259.200
2014.000	1.000	1.000	12.000	0.000	0.000	0.210	3.490	259.500
2014.000	1.000	1.000	13.000	30.000	0.000	0.200	3.480	260.100
2014.000	1.000	1.000	15.000	0.000	0.000	0.190	3.460	260.500
2014.000	1.000	1.000	16.000	30.000	0.000	0.180	3.450	261.000
2014.000	1.000	1.000	18.000	0.000	0.000	0.170	3.440	261.500
2014.000	1.000	1.000	19.000	30.000	0.000	0.170	3.430	261.900
2014.000	1.000	1.000	21.000	0.000	0.000	0.160	3.430	262.300
2014.000	1.000	1.000	22.000	30.000	0.000	0.150	3.430	262.600
2014.000	1.000	2.000	0.000	0.000	0.000	0.140	3.440	262.900
2014.000	1.000	2.000	1.000	30.000	0.000	0.140	3.460	263.200
2014.000	1.000	2.000	3.000	0.000	0.000	0.130	3.530	263.400
2014.000	1.000	2.000	4.000	30.000	0.000	0.130	3.680	263.500
2014.000	1.000	2.000	6.000	0.000	0.000	0.130	3.730	263.000
2014.000	1.000	2.000	7.000	30.000	0.000	0.130	3.760	262.200
2014.000	1.000	2.000	9.000	0.000	0.000	0.120	3.760	262.200
2014.000	1.000	2.000	10.000	30.000	0.000	0.120	3.770	262.200
2014.000	1.000	2.000	12.000	0.000	0.000	0.110	3.760	262.400
2014.000	1.000	2.000	13.000	30.000	0.000	0.110	3.760	262.500
2014.000	1.000	2.000	15.000	0.000	0.000	0.110	3.760	262.400
2014.000	1.000	2.000	16.000	30.000	0.000	0.110	3.750	262.400
2014.000	1.000	2.000	18.000	0.000	0.000	0.100	3.750	262.300
2014.000	1.000	2.000	19.000	30.000	0.000	0.100	3.750	262.100
2014.000	1.000	2.000	21.000	0.000	0.000	0.100	3.740	261.900
2014.000	1.000	2.000	22.000	30.000	0.000	0.100	3.740	261.600
2014.000	1.000	3.000	0.000	0.000	0.000	0.100	3.740	261.500
2014.000	1.000	3.000	1.000	30.000	0.000	0.100	3.730	260.900
2014.000	1.000	3.000	3.000	0.000	0.000	0.090	3.730	260.800
2014.000	1.000	3.000	4.000	30.000	0.000	0.090	3.730	260.400
2014.000	1.000	3.000	6.000	0.000	0.000	0.090	3.720	259.100
2014.000	1.000	3.000	7.000	30.000	0.000	0.090	3.720	258.300
2014.000	1.000	3.000	9.000	0.000	0.000	0.100	3.720	257.400
2014.000	1.000	3.000	10.000	30.000	0.000	0.100	3.710	257.800
2014.000	1.000	3.000	12.000	0.000	0.000	0.100	2.030	257.400
2014.000	1.000	3.000	13.000	30.000	0.000	0.100	2.030	256.800
2014.000	1.000	3.000	15.000	0.000	0.000	0.100	2.030	256.100
2014.000	1.000	3.000	16.000	30.000	0.000	0.100	2.050	255.600
2014.000	1.000	3.000	18.000	0.000	0.000	0.090	2.080	254.800
2014.000	1.000	3.000	19.000	30.000	0.000	0.090	2.130	254.100
2014.000	1.000	3.000	21.000	0.000	0.000	0.090	2.190	253.500
2014.000	1.000	3.000	22.000	30.000	0.000	0.090	2.270	253.100
2014.000	1.000	4.000	0.000	0.000	0.000	0.090	2.330	252.600
2014.000	1.000	4.000	1.000	30.000	0.000	0.090	2.370	251.200
2014.000	1.000	4.000	3.000	0.000	0.000	0.100	1.620	250.000
2014.000	1.000	4.000	4.000	30.000	0.000	0.110	1.850	249.800
2014.000	1.000	4.000	6.000	0.000	0.000	0.130	1.890	250.500
2014.000	1.000	4.000	7.000	30.000	0.000	0.130	1.960	250.200
2014.000	1.000	4.000	9.000	0.000	0.000	0.130	2.070	250.700
2014.000	1.000	4.000	10.000	30.000	0.000	0.140	2.230	251.600
2014.000	1.000	4.000	12.000	0.000	0.000	0.150	2.820	252.400
2014.000	1.000	4.000	13.000	30.000	0.000	0.150	2.970	253.000
2014.000	1.000	4.000	15.000	0.000	0.000	0.150	3.040	253.600
2014.000	1.000	4.000	16.000	30.000	0.000	0.160	3.100	254.000
2014.000	1.000	4.000	18.000	0.000	0.000	0.160	3.150	254.300
2014.000	1.000	4.000	19.000	30.000	0.000	0.170	3.210	254.500
2014.000	1.000	4.000	21.000	0.000	0.000	0.170	3.290	255.100
2014.000	1.000	4.000	22.000	30.000	0.000	0.190	3.330	255.900
2014.000	1.000	5.000	0.000	0.000	0.000	0.220	3.360	256.100
2014.000	1.000	5.000	1.000	30.000	0.000	0.220	3.380	256.000
2014.000	1.000	5.000	3.000	0.000	0.000	0.230	3.390	256.000
2014.000	1.000	5.000	4.000	30.000	0.000	0.230	3.420	256.100
2014.000	1.000	5.000	6.000	0.000	0.000	0.240	3.470	256.200
2014.000	1.000	5.000	7.000	30.000	0.000	0.240	3.530	256.000
2014.000	1.000	5.000	9.000	0.000	0.000	0.260	3.580	255.900
2014.000	1.000	5.000	10.000	30.000	0.000	0.280	3.590	255.300
2014.000	1.000	5.000	12.000	0.000	0.000	0.300	3.660	255.100
2014.000	1.000	5.000	13.000	30.000	0.000	0.310	3.730	255.400
2014.000	1.000	5.000	15.000	0.000	0.000	0.320	3.790	255.600
2014.000	1.000	5.000	16.000	30.000	0.000	0.320	3.850	255.700
2014.000	1.000	5.000	18.000	0.000	0.000	0.310	3.930	255.900
2014.000	1.000	5.000	19.000	30.000	0.000	0.310	4.000	256.200
2014.000	1.000	5.000	21.000	0.000	0.000	0.310	4.040	256.600
2014.000	1.000	5.000	22.000	30.000	0.000	0.310	4.100	256.800
2014.000	1.000	6.000	0.000	0.000	0.000	0.320	4.160	256.800
2014.000	1.000	6.000	1.000	30.000	0.000	0.320	4.230	256.800
2014.000	1.000	6.000	3.000	0.000	0.000	0.330	4.330	256.700
2014.000	1.000	6.000	4.000	30.000	0.000	0.340	4.390	256.600
2014.000	1.000	6.000	6.000	0.000	0.000	0.340	4.430	256.400
2014.000	1.000	6.000	7.000	30.000	0.000	0.350	4.450	256.200
2014.000	1.000	6.000	9.000	0.000	0.000	0.360	4.470	256.000
2014.000	1.000	6.000	10.000	30.000	0.000	0.380	4.490	255.800
2014.000	1.000	6.000	12.000	0.000	0.000	0.390	4.520	255.500
2014.000	1.000	6.000	13.000	30.000	0.000	0.410	4.550	255.300
2014.000	1.000	6.000	15.000	0.000	0.000	0.420	4.570	255.000
2014.000	1.000	6.000	16.000	30.000	0.000	0.420	4.590	254.900
2014.000	1.000	6.000	18.000	0.000	0.000	0.420	4.600	254.800
2014.000	1.000	6.000	19.000	30.000	0.000	0.420	4.610	254.500
2014.000	1.000	6.000	21.000	0.000	0.000	0.430	4.610	254.200
2014.000	1.000	6.000	22.000	30.000	0.000	0.440	4.620	254.000
2014.000	1.000	7.000	0.000	0.000	0.000	0.440	4.630	253.900
2014.000	1.000	7.000	1.000	30.000	0.000	0.450	4.650	254.200
2014.000	1.000	7.000	3.000	0.000	0.000	0.460	4.680	255.600
